"site","site_reach","field_date","sample_type","anabaena_and_cylindrospermum","ankistrodesmus","aphanothece","calothrix","chantransia","chroococcus","cladophora","closterium","coelastrum","cosmarium","desmodesmus_spines","epithemia","euglenoid","geitlerinema","gloeocystis","gloeotrichia","homoeothrix","lacunastrum","leptolyngbya","lyngbya","microcoleus","mougeotia","non_e_r_diatoms","nostoc","oedogonium","oocystis","oscillatoria","other_coccoids","pediastrum","phormidium_unknown","rhopalodia","rivularia","scenedesmus_no_spines","scytonema","spirogyra","stauridium","stigeoclonium","tetraedron","tolypothrix","ulothrix","unknown","unknown_green_algae","zygnema"
"RUS","RUS-2","2022-09-01","NT",2.76339711883103,0,0,0,0,0.190692517849119,2.48632624203224,0,0,0,0.190692517849119,3.71728150913834,0,0.852802865422442,0,0,0.330289129537908,0,1.47709789175199,0.269679944985297,0.190692517849119,2.95419578350399,4.25120303828543,0,3.30289129537908,0,0.269679944985297,1.04446593573419,0.190692517849119,0.190692517849119,2.33549683248457,0,0.269679944985297,0,4.25547775333051,0,2.56550544373193,0,0,0,0,0,0
"RUS","RUS-2","2022-09-15","NT",3.40741645405809,0,0.193528249929046,0,1.36845137875993,0,2.59645393444749,0,0,0,0.432742322407915,3.35200761576996,0,1.05999788000636,0,0,1.61917350720729,0,1.49906337799172,1.23918542774864,0.611990061362104,2.20656154631542,4.15071854255088,0,2.44796024544842,0,0.193528249929046,1.61917350720729,0,0.193528249929046,2.28985713372776,0,0.432742322407915,0,4.72462669194903,0,1.36845137875993,0,0,0,0,0,0
"RUS","RUS-3","2022-07-07","NT",0.168073161363204,0,0,0,0,0,2.19140591561802,0,0,0,0.168073161363204,3.1889640207164,0,1.30188910980824,0,0,0,0,1.68073161363204,0,0,2.05846742398155,4.69402794038177,0,2.05846742398155,0,0,1.06298800690547,0,0,0,0,1.06298800690547,0,6.78149692656214,0,1.30188910980824,0,0,0,0,0,0
"RUS","RUS-3","2022-07-20","NT",0.167131567616219,0,0,0,1.39832301796467,0,1.97752737658412,0,0,0,0,1.39832301796467,0,1.18179864811766,0,0,0.236359729623533,0,1.58554926774507,0.236359729623533,0.52851642258169,0,4.84393302501573,0,2.11406569032676,0,0,1.18179864811766,0,0,0,0,0.334263135232438,0,7.64067328631165,0,0,0.167131567616219,0,0,0,0,0
"RUS","RUS-3","2022-08-02","NT",0.245810823042997,0,0,0,0,0,1.22905411521499,0,0,0,0.17381449986275,2.12878417280396,0,0.952021223963065,0,0,0.17381449986275,0,1.22905411521499,0.17381449986275,0.17381449986275,1.55464414867294,4.97728981447544,0,1.3463613265956,0,0,1.09929941985863,0,0,0,0,0.549649709929313,0,7.80037957090237,0,0,0,0,0,0,0,0
"RUS","RUS-3","2022-08-17","NT",1.21806384283524,0,0,0,0,0.544734710702843,1.44123257502444,0,0,0,0.243612768567048,2.77761291960512,0,1.33432208640458,0,0,0.172260240637389,0.172260240637389,1.72260240637389,0.172260240637389,0.172260240637389,2.2459987501681,4.03986073738292,0,2.61245589743133,0,0.172260240637389,1.21806384283524,0,0.243612768567048,1.72260240637389,0,0.298363488907998,0,6.34797100694738,0,3.22269400914172,0,0,0,0,0,0
"RUS","RUS-3","2022-09-01","NT",2.64347343607401,0,0,0,0.694210134500624,0.155230105141267,1.0976425998969,0.155230105141267,0,0,0,2.45440346836908,0,0.981761387347632,0,0,0.559690103582503,0,1.0976425998969,0,0.219528519979381,2.24949793595269,3.50558934082502,0,4.39057039958761,0,0.155230105141267,1.62806707774543,0,0.219528519979381,1.96352277469526,0,0.155230105141267,0,6.20726352605782,0,0.981761387347632,0,0,0,0,0,0
"RUS","RUS-3","2022-09-15","NT",0,0,0,0,0,0,3.5546278372527,0,0,0,0,2.16636580341913,0,0.60084176812611,0,0,0,0,0.630168162760863,0.190002850064127,1.05789109742318,1.58967789576202,2.47733407426683,0,0,0,0,1.04068846970394,0,1.21661185442693,0.60084176812611,0,0.190002850064127,0,8.24927521157135,0,1.04068846970394,0,0,0,0,0,0
"SAL","SAL-1S","2022-06-27","NT",1.83493960854394,0,0,0,0,0,0.58025885318566,0,0,0,0.58025885318566,0.58025885318566,0,0,0,0,3.71546952681808,0,3.66987921708787,0,0,0,6.61596884598498,0,0,0,0,4.85479387502946,0,0,0,0,0,0,0,0,0.58025885318566,0,0,0,0,0.820609939862218,0
"SAL","SAL-1S","2022-07-12","NT",0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,5.84123274660409,0,0,1.09544511501033,0,3.57770876399966,1.78885438199983,6.44980619863884,0,2.0976176963403,0,0,0,0,1.09544511501033,0,0,0,0,0.447213595499958,0,0,0,1.09544511501033,0,0,0,0,0,0
"SAL","SAL-1S","2022-07-26","NT",0,0,0,0,0,0,0,0,0,0,0.218739319629904,0,0,0.691714463866075,0,0,1.54672056222437,0,0.489115988044519,0,9.52583995216476,0,2.01667688188589,0,0,0,0,1.30328991145541,0,0,0,0,0.154672056222437,0,0,0,0.53579971977682,0,0,0,0,0.154672056222437,0
"SAL","SAL-1S","2022-09-22","NT",0.755928946018454,0.169030850945703,0,0,0,0.534522483824849,1.19522860933439,0,0.169030850945703,0,0,2.82842712474619,0,1.19522860933439,0,0,0.29277002188456,0,0,0,0.534522483824849,3.50509832753866,3.46410161513775,0,4.53557367611073,0.169030850945703,0.239045721866879,2,0,0,0,0,0.169030850945703,0,6.16673101639527,0,0,0,0,0,0,0,0.925820099772551
"SAL","SAL-2","2022-07-12","NT",0,0,0,0,0,1.04541674697863,0,0,0,0,0.739221270954573,1.04541674697863,0,3.30589802453643,0,0,4.11580984866678,0,0.739221270954573,0,0.739221270954573,0,7.75301809732741,0,0,0,0,2.56073759865792,0,0,0,0,0,0,0,0,1.28036879932896,0,0,0,0,0,0
"SAL","SAL-2","2022-07-26","NT",0,0,0,0,0,0,4.11106147439819,0,0,0,0.49792959773197,1.28564869306645,0,1.43739893644017,0,0,1.28564869306645,0,2.48964798865985,0.203278907045435,6.431456783936,1.92847303959967,4.26401432711221,0,1.70075335762452,0,0.203278907045435,1.28564869306645,0,0,0.642824346533225,0,0.203278907045435,0,0,0,1.70075335762452,0,0,0.203278907045435,0,0,0
"SAL","SAL-2","2022-09-22","NT",0,0,0,0,0,0.165204650113773,3.87439247244877,0,0,0,0.165204650113773,3.8032966623948,0,1.04484594882143,0,0,0.595653836930295,0,1.80972626944123,0,0.165204650113773,3.17777489371245,4.5842429956095,0,2.84708538623389,0,0.165204650113773,1.27966971721333,0,0,1.88362282171825,0,0,0.165204650113773,4.57232036685072,0.233634656757999,0,0,0.165204650113773,0.522422974410716,0,0,0
"SAL","SAL-3","2022-06-27","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1.44337567297406,0,0,0,8.03637563416079,0,0,0,0,2.5,0,0,0,0,0,0,0,0,1.44337567297406,0,0,0,0,0,0
"SAL","SAL-3","2022-07-12","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,2.79508497187474,0,0,5.61341399387812,0,4.29995155011464,0,1.61374306091976,0,4.84122918275927,0,0,0,0,2.33853586673371,0,0,0,0,0.510310363079829,0,0,0,3.22748612183952,0,0,0,0,0,0
"SAL","SAL-3","2022-07-26","NT",0,0,0,0,0,0,0,0,0,0,0.56165595630173,0.56165595630173,0,0,0,0,5.02360359303328,0,4.35056833010961,0,2.51180179651664,0,6.15263273647188,0,0,0,0,0.972816652688282,0,0,0,0,0.56165595630173,0,0,0,3.12716801766799,0,0,0,0,0,0
"SAL","SAL-3","2022-09-22","NT",0.275763716569867,0,0,0,0.616626415978207,0.275763716569867,0,0,0,0,0,2.68781223316668,0,1.84987924793462,0.275763716569867,0,0.872041440393895,0,1.23325283195642,0,0.646723241093392,4.22737772542981,3.99619590974334,0,1.37881858284934,0,0,1.06802828176336,0,0.194994393991758,2.38818383991516,0,0.194994393991758,0,6.58088024438027,0.194994393991758,0,0,0,0,0,0.194994393991758,0
"SFE-M","SFE-M-1S","2022-06-29","NT",1.43777030937918,0,0,0,0,0,4.48943635211481,0,0.533139499660446,0,0,1.13665723245079,0,1.0166571355507,0,0,0.160747607390137,0,0.508328567775349,0,4.44315226693656,0,2.43785816953742,6.70145959649942,0.718885154689589,0,0,1.83280471589719,0,0,0,0,0.62257280636469,0,0,0,0,0,0,0,0.160747607390137,0,0
"SFE-M","SFE-M-1S","2022-07-14","NT",1.88549557281197,0.144187450182118,0,0.144187450182118,0,0,5.24255734202379,0,0,0,0.644825880219161,2.27980376293777,0,1.44187450182118,0,0,0.815647390286185,0.203911847571546,0.519875244910036,0,0.144187450182118,0.923250156994762,2.27980376293777,6.53632103889433,0,0,0,1.44187450182118,0,0,0.923250156994762,0,0.644825880219161,0,2.8474739872575,0,0,0,0,0,0,0,0
"SFE-M","SFE-M-1S","2022-07-28","NT",2.96342195584518,0,0,0.168311056968985,0,0,3.76731131722698,0,0.23802777946289,0.23802777946289,0.376354964747491,3.83808261856995,0,1.50541985898996,0,0,0,0,0.752709929494982,0,2.49645641210972,1.19013889731445,3.01083971797993,4.2145034891499,1.50541985898996,0,0,1.19013889731445,0.23802777946289,0,0.952111117851558,1.3037318412469,0.44530919964236,0,4.2579703632988,0,0,0,0,0,0.168311056968985,0,0
"SFE-M","SFE-M-1S","2022-08-10","NT",3.08786070296738,0.152498570332605,0,0.264135271897687,0,0.482242822170412,2.55178915801771,0,0.152498570332605,0,0.457495710997814,3.44390259970852,0,1.52498570332605,0,0,0.152498570332605,0,1.07832773203438,0.152498570332605,3.12529068415485,1.07832773203438,2.31275532845615,0,3.16227766016838,0,0,1.52498570332605,0,0,1.73875122255988,2.04598301841142,0.664725857114254,0,5.62593661452897,0.264135271897687,0,0,0,0,0.152498570332605,0,0
"SFE-M","SFE-M-1S","2022-08-23","NT",1.8623125657326,0,0,0,0,0,3.22561998342281,0,0.170005100229511,0,0,2.89508253598639,0,0.931156282866301,0,0,1.52057184253941,0,0.931156282866301,0,1.08856377776679,0,2.7934688485989,0,1.20211759208586,0,0,1.31685384391844,0,0,1.70005100229511,0,0.240423518417173,0,7.51491772671574,0.170005100229511,0,0.170005100229511,0,0,0,0,1.42236471668951
"SFE-M","SFE-M-1S","2022-09-06","NT",1.87317162316339,0,0.170996392014192,0,0,0.170996392014192,4.25777582439003,0,0.170996392014192,0.170996392014192,0.170996392014192,2.91196362678909,0,0.936585811581694,0,0.170996392014192,0.241825416703337,0,1.43065845879825,0.567130872815601,2.59328868405166,0.540738070435875,2.41825416703337,0.170996392014192,2.59328868405166,0,0,1.70996392014192,0,0,1.79342528949657,2.35702260395516,0.483650833406675,0,5.53299512811274,0.802044171976313,0.241825416703337,0.170996392014192,0,0,0,0,1.87317162316339
"SFE-M","SFE-M-1S","2022-09-17","NT",2.54373509534584,0.171498585142509,0,0,0,0.342997170285017,1.71498585142509,0,0.171498585142509,0.242535625036333,0.171498585142509,3.06785995538948,0,1.87867287325545,0.171498585142509,0,1.87867287325545,0.171498585142509,1.08465228909328,0.171498585142509,1.95538472218761,0.939336436627724,2.92051566760151,1.08465228909328,1.71498585142509,0,0,1.79869233546125,0,0,1.95538472218761,0,0.594088525786004,0,6.75626071311117,0.618346942400843,0.939336436627724,0.171498585142509,0,0,0,0,0.939336436627724
"SFE-M","SFE-M-3","2022-06-29","NT",0,0,0,0,0,0,6.67470779419826,0,0,0,0.479463301485384,1.6609095970748,0,1.51619608715781,0,0,0,0,0,0.151619608715781,5.1416710911138,0.678063503620811,3.77529781119561,0.694808333779651,0.8304547985374,0,0,1.51619608715781,0,0,0,0,0.479463301485384,0,2.2994252155352,0,0,0,0,0,0,0,0
"SFE-M","SFE-M-3","2022-07-14","NT",1.99341019625322,0,0,0,0,0,3.58358832222089,0,0,0,0.162221421130762,0.280975743474508,0,1.02597835208515,0,0,0.162221421130762,0,0,0,2.00656816217982,0.162221421130762,2.11510855762212,4.18958608682855,0,0,0,1.02597835208515,0,0,0.888523316638638,0,0.429197537639475,0,7.34130348385798,0,0,0,0,0,0,0,0
"SFE-M","SFE-M-3","2022-07-28","NT",3.45243615486558,0,0.973361578672687,0,0,0.174820900318767,4.02467936732604,0,0.174820900318767,0.781822834000953,0.856444004309877,4.13701757615651,0,2.14111001077469,0,0,1.23617044108537,0,1.5733881028689,0,3.3445207535467,0,2.9253131819882,0.552832227608558,1.91506701255901,0,0.302798681577038,1.91506701255901,0,0,1.65849668282567,0,0.891415182109249,0,3.57422175091227,0,0,0,0,0,0.174820900318767,0,0
"SFE-M","SFE-M-3","2022-08-10","NT",2.36394485851884,0.171498585142509,0,0,0,0,6.5976823024988,0,0,0.242535625036333,0,3.42997170285017,0,1.71498585142509,0,0,0,0,0,0.171498585142509,0.954863710632231,0,2.42535625036333,0,2.48525060873854,0,0,1.62697843363992,0,0,2.30089496654211,0,0.685994340570036,0,3.7846438949741,0.568796458994521,0.171498585142509,0,0,0,0,0,0
"SFE-M","SFE-M-3","2022-08-23","NT",1.68005376258062,0.200804832225625,0.635000635000953,0,0,0.200804832225625,1.41990458561766,0,0,0,0.347804171820126,2.61817469044321,0,1.2700012700019,0,0,0.283980917123532,0.200804832225625,0.665994284582664,0,3.36010752516124,0.898026510133875,2.45934688418982,0,3.47804171820126,0,0,1.79605302026775,0,0,1.09985336266015,0,0.283980917123532,0,7.11087309189471,0.347804171820126,0.200804832225625,0.200804832225625,0,0,0,0,0
"SFE-M","SFE-M-3","2022-09-06","NT",1.04828483672192,0.270665980980383,0,0,0,0.331496772065898,4.72697814087629,0,0.191389750587738,0.270665980980383,0.270665980980383,2.63812565275177,0.191389750587738,1.21045506533761,0,0,0.605227532668802,0,1.4824986333222,0,0.331496772065898,1.21045506533761,3.77964473009227,0,3.36976428779691,0,0,1.81568259800641,0,0,0,0,0.270665980980383,0,5.74806863566303,0.634767991419229,1.04828483672192,0,0,0,0.191389750587738,0,0
"SFE-M","SFE-M-3","2022-09-17","NT",0,0,0.246932399162397,0,0,1.6564728911227,3.21960458108393,0,0.174607573942395,0.174607573942395,0,2.86909520878502,0,2.58984885141406,0.174607573942395,0,0.246932399162397,0,0.552157630374233,0,4.16869869149688,0,3.02429189454567,0.174607573942395,2.27660423202372,0.604858378909134,0,1.99083264845299,0,0,0.552157630374233,0,0.302429189454567,0.552157630374233,5.88248744466024,0.246932399162397,0,0,0,0,0,0,0
"SFE-M","SFE-M-4","2022-06-29","NT",0,0,0,0,0,0,1.36808543373968,0,0,0,0,1.05971442021255,0,1.1562432251572,0,0,0,0,0,0.542326144546641,0,0.731272424127131,1.7912443020796,7.89638785625875,0.731272424127131,0,0,1.03417537999004,0,0,0,0,0.400534402375915,0,5.24531876857424,0,0,0,0,0,0,0,0
"SFE-M","SFE-M-4","2022-07-14","NT",1.77238857380217,0,0,0.161796200422643,0,0,3.06986706057991,0,0,0,0.280239239603615,1.61796200422643,0,0.886194286901087,0,0,0,0,0.886194286901087,0,0.161796200422643,0,2.45376087025141,5.68823531004198,1.91439846060547,0,0,1.14407190489069,0,0,0.161796200422643,0,0.705253287091156,0,6.26425076895355,0,0,0,0,0,0,0,0
"SFE-M","SFE-M-4","2022-07-28","NT",3.37198196772619,0.170746944190628,0.381801774160607,0,0,0.451753951452625,3.37198196772619,0,0,0.782460796435952,0.591484765150589,3.19438282499971,0,1.61984774146812,0,0,0.782460796435952,0,1.07989849431208,0,3.614031611621,0.539949247156039,2.41472644208147,2.63415555922654,2.47435829652697,0,0,1.87043905916565,0,0,2.09121444203257,0.241472644208148,0.682987776762511,0,4.53042838384053,0.170746944190628,0,0.341493888381255,0,0,0,0,0
"SFE-M","SFE-M-4","2022-08-10","NT",1.41264482804403,0,0.665927158212027,0,0,0,5.86809933457534,0,0.148905839382535,0.148905839382535,0.332963579106013,3.22820167137094,0,1.15341967216319,0,0,0,0.210584657571331,0.815590871740555,0,1.41264482804403,0,3.01511344577764,5.62698597609469,0,0.148905839382535,0,1.33185431642405,0,0,1.2458356352887,0,0.59562335753014,0,1.94149461250268,0.493864798324795,0,0.210584657571331,0,0,0,0,0
"SFE-M","SFE-M-4","2022-08-23","NT",1.08147614087175,0,0,0,0,0.783603909969379,3.50438322025232,0,0,0,0,3.24442842261525,0,1.43065845879825,0,0.170996392014192,0.296174438879546,0,0.952067617629133,0,1.62221421130762,0,2.80975743474508,1.08147614087175,3.46241304491063,0,0,1.32453235706504,0,0,1.43065845879825,0,0.567130872815601,0,6.6380966764111,0.616536259326511,0,0.241825416703337,0,0,0.170996392014192,0,0
"SFE-M","SFE-M-4","2022-09-06","NT",0,0,0,0,0,0.3038218101251,3.80283295209486,0,0.248069469178417,0,0,2.66024868704471,0,0.784464540552736,0,0,1.26491106406735,0.175411603861406,1.24034734589209,2.66024868704471,0.175411603861406,0,2.28708749958746,0,0.960768922830523,0,0,1.8397324220156,0,0,1.35873244097352,3.28165061656947,0.632455532033676,0,6.69098130091774,0.248069469178417,0,0.175411603861406,0,0,0,0,0
"SFE-M","SFE-M-4","2022-09-17","NT",0,0,0.191741247211842,1.71498585142509,0,0.27116307227332,3.03169531295416,0,0,0,0.191741247211842,2.01099916634961,0,1.3558153613666,0,0,4.24004023288348,0,1.21267812518167,1.05021006302101,0,0,2.42535625036333,0,2.18618658048801,0,0,1.60422236979937,0,0,0,0.191741247211842,0.27116307227332,0,6.91332898443715,0.191741247211842,0.191741247211842,0,0,0,0.27116307227332,0,0
